Artist,Title
DonGURALesko,Chcę Ci dać
DonGURALesko,Umarli Poeci
DonGURALesko,Żyli Wśród Róż
DonGURALesko,Gdybym
DonGURALesko,Złoty Róg
DonGURALesko,Mandala
DonGURALesko,Cegła w Murze
DonGURALesko,Apartament
DonGURALesko,Taka Sytuacja
DonGURALesko,Raskolnikov
DonGURALesko,Betonowe Lasy Mokną
DonGURALesko,Muzyka Miast
DonGURALesko,Dom Otwartych Drzwi
DonGURALesko,El Polako
DonGURALesko,Kolor Purpury
DonGURALesko,Beton Fest
DonGURALesko,Gra szklanych paciorków
DonGURALesko,Modern Talking
DonGURALesko,Towarzystwo Ludzi Prostych
DonGURALesko,Wyspa Kormoranów
DonGURALesko,Reflektory
DonGURALesko,20
DonGURALesko,Giovanni Dziadzia
DonGURALesko,Palę Majki
DonGURALesko,Leśna Liga
DonGURALesko,Nosorożec Flo
DonGURALesko,Tratwa Meduzy
DonGURALesko,Wszystko Jest Stanem Umysłu
DonGURALesko,Migają lampy 2
DonGURALesko,Archipelag wysp szczęśliwych
DonGURALesko,Parę Słów
DonGURALesko,Niesiemy dla was bombę (Hardkor Disko)
DonGURALesko,Parawany
DonGURALesko,Za Legalizacjom
DonGURALesko,Trochę czasu
DonGURALesko,Echo
DonGURALesko,Książki Ważkie
DonGURALesko,Podróż do źródeł czasu
DonGURALesko,Wielki Szu
DonGURALesko,Mercedes Benz
DonGURALesko,Wielki Świat
DonGURALesko,Turoń
DonGURALesko,Yabadabadoo
DonGURALesko,Królów Król
DonGURALesko,Al Bundy
DonGURALesko,Dziadu
DonGURALesko,Latające Ryby
DonGURALesko,Zanim powstał totem
DonGURALesko,Na Hali
DonGURALesko,Wschód
DonGURALesko,Powidoki
DonGURALesko,Wielki błękit
DonGURALesko,Biały Lew
DonGURALesko,Mogliśmy Wszystko
DonGURALesko,"Laj, laj, laj"
DonGURALesko,Co Będzie To Będzie
DonGURALesko,Upadek
DonGURALesko,Szpadymelodia
DonGURALesko,Grube Jointy
DonGURALesko,Jak mam Nie Przeklinać? (Pierdolić Refreny)
DonGURALesko,Testament
DonGURALesko,"Łyk Ginu, Lodu I Cin Cinu"
DonGURALesko,#Hot16Challenge2
DonGURALesko,Braga 30
DonGURALesko,Nie ma takiej ceny
DonGURALesko,Cisza
DonGURALesko,Jonasz
DonGURALesko,Migają lampy
DonGURALesko,#Hot16Challenge
DonGURALesko,Kto sieje wiatr
DonGURALesko,Goryl
DonGURALesko,Opowieść O Jednym Z Miliona
DonGURALesko,Wąż ogonojad
DonGURALesko,Hefajstos
DonGURALesko,R.A.P
DonGURALesko,Zwyczajne dzieje
DonGURALesko,Ostatnia ryba
DonGURALesko,Skoki w prążki
DonGURALesko,Złote maski
DonGURALesko,Jestem Tym Typem
DonGURALesko,Kubrick
DonGURALesko,Pogoda-Pod-Psem
DonGURALesko,Te Typy
DonGURALesko,Dzień w którym zatrzymała się Ziemia
DonGURALesko,Polski Wallstreet
DonGURALesko,Układ Nagrody
DonGURALesko,PDG
DonGURALesko,Trenuj karkiem
DonGURALesko,Ponad Tęczą
DonGURALesko,Podróż na wschód
DonGURALesko,Pamiętaj
DonGURALesko,Tańczymy walczyk
DonGURALesko,Gdyby tak mogło być
DonGURALesko,Co to za miejsce?
DonGURALesko,Mówią tam na blokach
DonGURALesko,Wew
DonGURALesko,Rymmajster
DonGURALesko,Napad
DonGURALesko,Zachodni wiatr wieje
DonGURALesko,Drewnianej Małpy Rock (Tabb Remix)
DonGURALesko,Piękna Katastrofa
DonGURALesko,Uciec - Wlot
DonGURALesko,Lodołamacz
DonGURALesko,To o tym jest między innymi
DonGURALesko,Go Poznań
DonGURALesko,Brudna Introdukcja
DonGURALesko,Miejskie Etno
DonGURALesko,Mikrokosmos
DonGURALesko,Wschód Zachód Północ Południe
DonGURALesko,Lustro
DonGURALesko,Pomimo To
DonGURALesko,Dzieci Kosmosu
DonGURALesko,Liryczny Wandal
DonGURALesko,Wrócić - Wylot
DonGURALesko,Cuda się zdarzają
DonGURALesko,"Hola, Hola"
DonGURALesko,Daleko
DonGURALesko,Sitikol
DonGURALesko,Zachodni wiatr wieje 2
DonGURALesko,Gural solo
DonGURALesko,Tulić Hajs
DonGURALesko,Chropowata technika
DonGURALesko,Zaklinacz deszczu
DonGURALesko,Sens Tomów
DonGURALesko,Krótki przekrój Babilonu
DonGURALesko,Zdarzyło się wczoraj
DonGURALesko,Te kilka aut
DonGURALesko,Jeszcze Większy Świat
DonGURALesko,Wycinanki
DonGURALesko,Władca much
DonGURALesko,Świeci Luna
DonGURALesko,Ja Pod Nogi Im Pluję
DonGURALesko,Kolor purpury Szpadyremix
DonGURALesko,Jestem dziki
DonGURALesko,Wyw
DonGURALesko,Wypierdalam gonga
DonGURALesko,Gadka na faktach
DonGURALesko,Mr. Wiesz Kto
DonGURALesko,5 Element
DonGURALesko,No i co (1000 okien rmx)
DonGURALesko,"To, co powiesz"
DonGURALesko,To ten bit!
DonGURALesko,Niesiemy prawdę
DonGURALesko,Enemy Mine
DonGURALesko,Wiesz jak jest
DonGURALesko,Numer Siedem
DonGURALesko,PeDeGie
DonGURALesko,Podobno
DonGURALesko,Ja i arena świata
DonGURALesko,Wieść się niesie
DonGURALesko,That’s What’s Up?
DonGURALesko,Chłód
DonGURALesko,Nadzieja
DonGURALesko,Homkol
DonGURALesko,Pią pią
DonGURALesko,Around tha Globe
DonGURALesko,Kavalieroz
DonGURALesko,Rosyjska Ruletka
DonGURALesko,2 strona medalu
DonGURALesko,Intro
DonGURALesko,"Pi feat. sitek, shellerini, dj cube (prod. tasty beats)"
DonGURALesko,Outro
Dwa Sławy,Człowiek sztos
Dwa Sławy,"O sportowcu, któremu nie wyszło"
Dwa Sławy,Do ryma
Dwa Sławy,Ciężki zawód (Gettin’ Money)
Dwa Sławy,Kobiety sztosy
Dwa Sławy,A może by tak?
Dwa Sławy,1000 M
Dwa Sławy,Mogłoby się wydawać
Dwa Sławy,Tough Love
Dwa Sławy,Bą Bą Bą
Dwa Sławy,Catering
Dwa Sławy,Zdejm czapkę
Dwa Sławy,Bo nie odmienisz
Dwa Sławy,Pengaboys
Dwa Sławy,SMGŁSK
Dwa Sławy,To brzmi jak
Dwa Sławy,Diabelskie podszepty
Dwa Sławy,Multitasking
Dwa Sławy,Halo?
Dwa Sławy,!#@%& (Furia)
Dwa Sławy,Buty do wódy
Dwa Sławy,ATCS
Dwa Sławy,:(
Dwa Sławy,Hate-watching
Dwa Sławy,Zabierz mnie gdzieś
Dwa Sławy,Piotr Pan
Dwa Sławy,No cześć
Dwa Sławy,Twister
Dwa Sławy,Drugi koniec świata
Dwa Sławy,Estrogen
Dwa Sławy,Mumble No. 5
Dwa Sławy,Kiss & Fly
Dwa Sławy,Jestem
Dwa Sławy,Ganz egal
Dwa Sławy,Pokolenie X2
Dwa Sławy,Dzień na żądanie
Dwa Sławy,Co ludzie powiedzą?
Dwa Sławy,Gdyby miało nie być wczoraj
Dwa Sławy,Biała Kredka
Dwa Sławy,Oho
Dwa Sławy,Niska szkodliwość społeczna czynu
Dwa Sławy,Absztyfikanci.ds
Dwa Sławy,I tak powiem!
Dwa Sławy,Catcall
Dwa Sławy,Alfa Mondeo
Dwa Sławy,Mango lassi
Dwa Sławy,Chwast
Dwa Sławy,X
Dwa Sławy,JBC
Dwa Sławy,Parasolki
Dwa Sławy,Giroud
Dwa Sławy,Żółć
Dwa Sławy,Ostatni puzzel
Dwa Sławy,Goździkowa
Dwa Sławy,To już?
Dwa Sławy,#Hot16Challenge
Dwa Sławy,#Hot16Challenge2
Dwa Sławy,Magnes na lodówkę
Dwa Sławy,Dintojra
Dwa Sławy,W tłumie
Dwa Sławy,Polskie nagrania 2.0
Dwa Sławy,Przyjaciele
Dwa Sławy,"Nie wiem, nie orientuje się"
Dwa Sławy,Czujesz?
Dwa Sławy,Koniec świata
Dwa Sławy,FAQ (Bonus Track)
Dwa Sławy,Wysoka kultura jazdy
Dwa Sławy,514-728-201
Dwa Sławy,Dorota Gardias
Dwa Sławy,List motywacyjny
Dwa Sławy,"Pipa, papa, pupa"
Dwa Sławy,In Blanco
Dwa Sławy,Unplugged
Dwa Sławy,A zakład?
Dwa Sławy,"Pięknie, k... pięknie"
Dwa Sławy,Om nom nom
Dwa Sławy,Ce de e ef gie a ha ce
Dwa Sławy,Nieśmiertelna nawijka dwusławowa
Dwa Sławy,SKO
Dwa Sławy,Suń się
Dwa Sławy,Geneza Powstania
Dwa Sławy,Stary koń
Dwa Sławy,Śmiertelna nawijka dwusławowa
Dwa Sławy,Dum dum
Dwa Sławy,Wszystko się zmienia
Dwa Sławy,Kontrola _ajebki
Dwa Sławy,WNM
Dwa Sławy,Przyjaciele Dwa
Dwa Sławy,Wróżka Agata
Dwa Sławy,6 stóp 7 stóp
Dwa Sławy,"Zmiany, zmiany, zmiany"
Dwa Sławy,Mi to ryba!
Dwa Sławy,Przyjaciele 3
Dwa Sławy,CSI ŁDZ
Dwa Sławy,Go!
Dwa Sławy,Gdzie ten sport alternatywny?
Dwa Sławy,Know how
Dwa Sławy,Złą sławą owiany
Dwa Sławy,Rola męska
Dwa Sławy,Jaka to okazja?
Dwa Sławy,"Będzie dobrze, dzieciak"
Dwa Sławy,Pół na pół (cover)
Dwa Sławy,"Post z 14 stycznia 2015, 16:49"
Dwa Sławy,Jesień za pasem
Dwa Sławy,Robię błędy
Dwa Sławy,Kurz kurz
Dwa Sławy,Aaaj Eeem
Dwa Sławy,Dnia siódmego
Dwa Sławy,Zaaara
Dwa Sławy,Dziadek
Dwa Sławy,To tylko D&S
Dwa Sławy,Tlenu
Dwa Sławy,Plastikowy mur
Dwa Sławy,Ubezpieka
Dwa Sławy,Apel
Dwa Sławy,Sławam Alejkum
Dwa Sławy,"Zostać Miss, czyli  90/60/90/20"
Dwa Sławy,Chorobliwie
Dwa Sławy,Przepraszam Panią
Dwa Sławy,Zezwierzęcenie Folwarku Zwierzęcego
Dwa Sławy,Koniec świata (Remix)
Dwa Sławy,Wook ej?
Dwa Sławy,Unplugged (Live)
Dwa Sławy,Niewidzialna ręka rynku
Dwa Sławy,"Ryzyko, ryzyko, ryzyko"
Dwa Sławy,W2Sławy
Dwa Sławy,Reklamacja
Dwa Sławy,Podsumowanie wniosków końcowych
Dwa Sławy,Płonący tornister (Remix)
Dedis,Dla Niej
Dedis,Nigdy Więcej
Dedis,Dobrze Wiesz
Dedis,Przyjaciele
Dedis,Diabeł
Dedis,Spokój
Dedis,Znowu
Dedis,Zostaję tu na zawsze
Dedis,Biznesmeni
Dedis,Wyszczekany
Dedis,Bywa Gorzej
Dedis,W Końcu
Dedis,#hot16challenge2
Dedis,Nic Do Stracenia
Dedis,Czarne Włosy
Dedis,Mama
Dedis,Płomień
Dedis,Dogrywka
Dedis,Różne Scenariusze
Dedis,Odcienie Zieleni
Dedis,Pogubili sens
Dedis,Robię To
Dedis,Stoprocent Pompuj Rap 3
Dedis,Za tym co idę
Dedis,Szara Rzeczywistość
Dedis,Dziecko
Dedis,Motywacja
Dedis,Piszę ten list
Dedis,Tak to wygląda
Dedis,Bywa gorzej (Remix)
Dedis,Wyżej
Dedis,Hajs
Dedis,Daj Mi Ten Tlen
Dedis,Moja Muzyka
Dedis,Deja Vu
Dedis,To Jest Mój Numer
Dedis,Prawda
Dedis,To Jest Mój Numer (DubStep Remix)
Dudek P56,Kocham Życie 2
Dudek P56,Słońce na horyzoncie
Dudek P56,Co nadejdzie
Dudek P56,Czas płynie
Dudek P56,Lek na całe zło
Dudek P56,Marihuana
Dudek P56,Od zawsze na zawsze
Dudek P56,Codzienność
Dudek P56,Ballada
Dudek P56,D12
Dudek P56,Piękno
Dudek P56,Bóg jest tu ze mną
Dudek P56,Kolejny dzień
Dudek P56,Dziadek
Dudek P56,Jakieś 15 20 lat temu
Dudek P56,Myśli
Dudek P56,Stanąć daleko
Dudek P56,Bym zajechał do nieba
Dudek P56,W zeszycie
Dudek P56,Buch
Dudek P56,"Ej, ziomeczku"
Dudek P56,Chwile każde złe
Dudek P56,To tylko ja
Dudek P56,Moje ślady
Dudek P56,Czarny tydzień
Dudek P56,Mam kilka pytań
Dudek P56,Wiem
Dudek P56,Wyrzucam całe zło
Dudek P56,Karm się tym
Dudek P56,Nie wierzyli
Dudek P56,Uda się na pewno
Dudek P56,Kocham Życie
Dudek P56,Gdy jest ciężko
Dudek P56,Oryginalne brzmienie
Dudek P56,Czasami
Dudek P56,Póki się nie rozłączę
Dudek P56,Życie
Dudek P56,Czas się rozwijać
Dudek P56,Zmiany
Dudek P56,Nie ma nic
Dudek P56,Chillout
Dudek P56,Zero przypadkowych twarzy
Dudek P56,To jest ten moment
Dudek P56,Nowy początek
Dudek P56,Level wyżej
Dudek P56,A gdyby
Dudek P56,Odnalazłem to
Dudek P56,Oddech
Dudek P56,Mieć tyle siły
Dudek P56,Polski Rap
Dudek P56,Mixtape Premiera
Dudek P56,Niby skrzyżowanie
Dudek P56,Losowiec
Dudek P56,Nie ma drugiego takiego
Dudek P56,El Label
Dudek P56,Zmagam się z tym
Dudek P56,Jestem tu
Dudek P56,Pięć sześć
Dudek P56,Jak narkotyk
Dudek P56,Prawdy dotyk
Dudek P56,Cały ja
Dudek P56,Co tu jest grane
Dudek P56,Nie przeklinam
Dudek P56,List do Wroga
Dudek P56,"Bierz, co chcesz"
Dudek P56,Rozmazane niewidzialne
Dudek P56,Ja to czas
Dudek P56,Noc
Dudek P56,Szacunek (My Tape)
Dudek P56,Mój obraz
Dudek P56,Ile
Dudek P56,Czy to pomaga jak wcześniej
Dudek P56,Od A do Z
Dudek P56,Życie Zmienia
Dudek P56,Zaraza
Dudek P56,Aut
Dudek P56,Nepal
Dudek P56,Nie potrzebuje
Dudek P56,Niech sen się nie przerwie
Dudek P56,Dajcie nam żyć
Dudek P56,Pada deszcz
Dudek P56,Bo co
Dudek P56,Pierwsza myśl
Dudek P56,Marzenia
Dudek P56,Kolejna porcja
Dudek P56,Tu my
Dudek P56,Niech ten temat mnie dotyczy
Dudek P56,Los
Dudek P56,Jedzie Kia
Dudek P56,Będą gadać
Dudek P56,Lecę z wierszem
Dudek P56,56 stopni
Dudek P56,Marzenia (My Tape. D12)
Dudek P56,Czili
Dudek P56,Kadilak
Dudek P56,Drzewo
Dudek P56,Od Serca
Dudek P56,Walczę
Dudek P56,Amsterdam wjeżdża
Dudek P56,Odciski
Dudek P56,Jutro
Dudek P56,Antidotum
Dudek P56,Nie jest łatwo
Dudek P56,Szary świat się zazieleni
Dudek P56,Buty
Dudek P56,Spontan
Dudek P56,Kolejny ranek
Dudek P56,Pechowa 13
Dudek P56,Samo serce
Dudek P56,Nie ma nic w tym chorego
Dudek P56,Między piekłem a niebem
Dudek P56,Alfabet Ulicy
Dudek P56,Ostatnie dni
Dudek P56,Czy rośnie słupek rtęci
Dudek P56,Dwa światy
Dudek P56,Pamiętam
Dudek P56,Siódme Niebo
Dudek P56,Progres
Dudek P56,Musisz to wiedzieć
Dudek P56,Ruszaj w drogę
Dudek P56,W skrócie
Dudek P56,Wciąż o tym samym
Dudek P56,Upalony jestem
Dudek P56,Plan doskonały
Dudek P56,Kim chcesz być
Dudek P56,Światło
Dudek P56,Dobra nuta
Dudek P56,Idzie świt
Dudek P56,Noc i dzień
Dudek P56,Letnie słoneczne dni
Dudek P56,Raprodukcja: Prawdy Dotyk
Dudek P56,To po pierwsze
Dudek P56,Wkrótce
Dudek P56,Jest jaki jest
Dudek P56,Na rewiry
Dudek P56,Nieśmiertelny
Dudek P56,Jak to robię
Dudek P56,Zmierz się z rzeczywistością
Dudek P56,Odskocznia
Dudek P56,Szacunek
Dudek P56,Takie życie
Dudek P56,Przecieram szybę
Dudek P56,Oby się nie wydarzyło
Dudek P56,Notes
Dudek P56,Lepiej odłóż na papugę
Dudek P56,Ile oddałbyś?
Dudek P56,Intro Bo to kocham
Dudek P56,Siedem
Dudek P56,Dresowy Styl
Dudek P56,Najwyższy Czas
Dudek P56,Dla ludzi z charakterem
Dudek P56,Matka ziemia
Dudek P56,Treść warszawskiej pocztówki
Dudek P56,Ja i moje crew
Dudek P56,Dwóch takich
Dudek P56,Szczerość za szczerość
Dudek P56,Bestia na tronie
Dudek P56,Chciałbym
Dudek P56,W dobrą stronę
Dudek P56,Prorok
Dudek P56,Trzymaj Fason 2
Dudek P56,Tak jak chcę
Dudek P56,Warszawski styl
Dudek P56,Łapię tlen
Dudek P56,Temat rzeka
Dudek P56,Rzeczywisty Obraz
Dudek P56,Wiem kim jestem
Dudek P56,Premiera
Dudek P56,Odblok
Dudek P56,"Kłamca, kłamca"
Dudek P56,Taka płyta
Dudek P56,Chwila Relaksu
Dudek P56,Dla dobrych koleżków
Dudek P56,Dąż do cudów
Dudek P56,Ból
Dudek P56,Poznaj Moje Zasady
Dudek P56,Nasze sny
Dudek P56,Miało być w kolorze
Dudek P56,Dla Ciebie tak to leci
Dudek P56,Nie wiesz o co chodzi
Dudek P56,Prawdziwe Słowa
Dudek P56,Co przyniesie jutro
Dudek P56,Każdy dobry chłopak wie
Dudek P56,Nie przez przypadek
Dudek P56,"Co tam, co tam"
Dudek P56,Prześladowca
Dudek P56,Przetrwanie
Dudek P56,Zrobimy to tak
Dudek P56,Sam na sam
Dudek P56,Myśli edycja
Dudek P56,Posłuchaj
Dudek P56,"Życie, życie"
Dudek P56,Nieśmiertelni wspólnicy
Dudek P56,Szansa
Dudek P56,Najwyższa forma
Dudek P56,Kiedy skończy się czas
Dudek P56,Od Początku
Dudek P56,Nigdy
Dudek P56,Outro króciutko
Dudek P56,Schemat
Dudek P56,Daj se powiedzieć słowo
Dudek P56,To wysiłek
Dudek P56,Z nami lub przeciwko
Dudek P56,Vice versa
Dudek P56,Towar z pierwszej półki
Dudek P56,Muzyka lekarstwem
Dudek P56,Waga słowa
Dudek P56,Skorzystaj nie zatrać
Dudek P56,Przyszedł Czas
Dudek P56,Stare fotografie
Dudek P56,To nie to samo
Dudek P56,Czasy
Dudek P56,Więzy krwi
Dudek P56,Życie na serwerze
Dudek P56,Dotknijmy nieba
Dudek P56,Dalej piszę
Dudek P56,To dla Ciebie
Dudek P56,Teraz tak się robi
Dudek P56,Czas Ucieka
Dudek P56,Pokusy
Dudek P56,Etu
Dudek P56,Jeden za wszystkich
Dudek P56,To znają wszyscy
Dudek P56,To
Dudek P56,Outro
Dudek P56,Wszyscy tacy sami
Dudek P56,Coś się zbliża
Dudek P56,Słowa jak spowiedź
Dudek P56,Niech się dzieje
Dudek P56,Nowa Kolekcja
Dudek P56,Słowo dla ludzi 3
Dudek P56,Kawał Czasu
Dudek P56,Motywacja
Dudek P56,Me serce
Dudek P56,Jesteś w stanie pojąć
Dudek P56,Z mych słów chociaż kilka
Dudek P56,Od tego się zaczęło
Dudek P56,Witamy
Dudek P56,Teoria Życie
Dudek P56,Intro (Prorok 56)
Dudek P56,Aby z głową
Dudek P56,Miasto Gniewu
Dudek P56,Podwórko i przekaz
Dudek P56,Powiedz
Dudek P56,Jak to jest
Dudek P56,Pasja
Dudek P56,Temat Życie
Dudek P56,Pierwszy wers
Dudek P56,Siła w nas
Dudek P56,Mój rap
Dudek P56,Moje miasto w nim ja
Dudek P56,Na Twoim kwadracie
Dudek P56,Obraz Polski
Dudek P56,Słowo
Dudek P56,Nikt ani nic
Dudek P56,Myśli przesyłam mową
Dudek P56,Tyle Pytań
Dudek P56,Nic się nie zmienia
Dudek P56,1000 lat później
Dudek P56,Jestem Sobą
Dudek P56,Wjazd
Dudek P56,O poranku
Dudek P56,Wojna
Dudek P56,Całe serce tej muzyce
Dudek P56,Po Pierwsze Hajs
Dudek P56,Sprawdź jak idzie
Dudek P56,Boski Wyrok
Dudek P56,Znasz to
Dudek P56,By Przeżyć I Uwierzyć
Dudek P56,Nieodbite od kalki
Dudek P56,Tak już jest
Dudek P56,Klasyk
Dudek P56,Poznaj Moje Zasady 2
Dudek P56,To co się nie mieści
Dudek P56,O tym co dookoła
Dudek P56,Intro
Dudek P56,Bez grama lipnych tekstów
Dudek P56,Kim ty jesteś
Dudek P56,Matko Boska
Dudek P56,#hot16challenge2
Dudek P56,Trzy razy N
Dudek P56,Dudek RPK - Spóźnione życzenia
Dudek P56,TANIEC PLĄTANYCH KROKÓW
Eldo,Mistrzowski Freestyle
Eldo,Nie pytaj o nią
Eldo,Granice
Eldo,Włóczykij
Eldo,Pamiętniku
Eldo,Pan nikt
Eldo,Plaża
Eldo,Pożycz mi płuca
Eldo,Miasto słońca
Eldo,Chodź Ze Mną
Eldo,Rybałci
Eldo,MS Batory
Eldo,Przylądek milczenia
Eldo,Gdy jestem sam
Eldo,Psy z lasu śpiewającego
Eldo,Powinnaś?
Eldo,Mędrcy Z Kosmosu
Eldo,Sparta
Eldo,Skała samobójców
Eldo,"Noc, rap, samochód"
Eldo,Folklor w opuszczonym mieście
Eldo,Droga winnych
Eldo,Kolory Jesieni
Eldo,Wyspy szczęśliwe
Eldo,Zostań
Eldo,Połamany Ludzik
Eldo,Jedwabny szlak
Eldo,Panamericana
Eldo,Esteci
Eldo,Twarze
Eldo,Nowy dzień
Eldo,Zza Szyby
Eldo,A to pech
Eldo,Tańcze z nią
Eldo,Jam
Eldo,Kwietne wojny
Eldo,Eternia
Eldo,Tylko Słowo
Eldo,Dlaczego siedzisz do północy?
Eldo,Odpowiedzialność
Eldo,Ojczysty
Eldo,Zatoka dobrych pomysłów
Eldo,List Z Ziemi
Eldo,Klatka
Eldo,"Nigdy, zawsze, na pewno"
Eldo,Moje...
Eldo,Kieliszki
Eldo,I’m in love
Eldo,Oryginalny Pilsner (My!)
Eldo,Halina Poświatowska
Eldo,Ferajny
Eldo,Myśli (Ring Ring)
Eldo,Autobus 522
Eldo,"Są rzeczy, których chciałbym nie pamiętać"
Eldo,Miejski Folklor
Eldo,Warszawska Jesień
Eldo,Podaj pilota
Eldo,27
Eldo,Ten Nonsens...
Eldo,Szyk
Eldo,Inni niż wy
Eldo,Książki
Eldo,Gwiazdy
Eldo,Na maksa
Eldo,Puszczam z dymem
Eldo,Spacer
Eldo,"Czas, czas, czas (podwórko)"
Eldo,Outro (Ukryty kawałek)
Eldo,Nikt nie zrobi tego za mnie
Eldo,"Styl, flow, oryginalność"
Eldo,Relacje
Eldo,"Krew, pot, sperma i łzy"
Eldo,Ulice przeklęte
Eldo,Więcej
Eldo,Gdyby nie ty
Eldo,Życie
Eldo,Diabeł na oknie
Eldo,Gotów Na Bitwę?
Eldo,Ty i Ty
Eldo,To Ja
Eldo,Opowiadam historie
Eldo,Zamiast wstępu
Eldo,Te słowa
Eldo,Ja
Eldo,Dzieciństwo
Eldo,Numerki
Eldo,Co słychać?
Eldo,Stres
Eldo,Świadek z przypadku
Eldo,Wszystko jedno?
Eldo,Żyję
Eldo,Czas (Abstrakt)
Eldo,Miasto Gwiazd
Eldo,Hotel Savoy
Eldo,Inny niż wy
Eldo,#hot16challenge2
Eldo,Popołudnie Pisarza (Sens)
Eldo,Dany Drumz gra funk
Eldo,Czysta kartka
Eldo,Jest 1:20
Eldo,Pamiętam jak...
Eldo,Twarze (Remix)
Eldo,Kamienie
Eldo,Wanabeez
Eldo,Opakowani w folię
Eldo,Gorejący Krzew
Eldo,Dom
Eldo,Zamieć prawdę pod dywan
Eldo,"Człowiek, który chciał ukraść alfabet"
Eldo,Rymów konstruktor
Eldo,Deszcz
Eldo,A
Eldo,Złudzenie
Eldo,"Opowieść o tym, co tu dzieje się naprawdę"
Eldo,Z
Eldo,Elpresidente
Eldo,Telefony (Intro)
Eldo,X-Wing
Eldo,Hala przylotów
Eldo,Ucieczka z literami
Eldo,"Prasa, telewizja, radio"
Eldo,Dźwięk ludzi
Eldo,Dialog
Eldo,Azyl
Eldo,Nienawidzisz mnie?
Eldo,Telefony (Outro)
Eldo,Granice (English Translation)
Ero JWP,Bez przesady
Ero JWP,Uwierz w siebie
Ero JWP,Rzeźnik
Ero JWP,Totem
Ero JWP,Sens jest prosty
Ero JWP,Nie mogę przestać
Ero JWP,Nie mogę gadać
Ero JWP,To jest koniec
Ero JWP,Przerwa techniczna
Ero JWP,Być tam 2
Ero JWP,Ja
Ero JWP,Dzisiaj jutro będzie wczoraj (D.J.B.W.)
Ero JWP,Piątek Trzynastego
Ero JWP,Elwis Picasso (64 Wersy)
Ero JWP,Kiedy wchodzę...
Ero JWP,Trochę jak Jay Z
Ero JWP,Czasem (bonus track)
Ero JWP,Dno (bonus track 3)
Ero JWP,To jest styl
Ero JWP,Dla mojej ferajny
Ero JWP,Proszę o uwagę
Ero JWP,Outro
Ero JWP,#Hot16Challenge2
Ero JWP,Nie tylko (bonus track 2)
Ero JWP,Bez...
Ero JWP,Intro
Ero JWP,Bielański Rap
Eripe,Jestem chujem
Eripe,Apogeum wkurwienia
Eripe,Powrót chuja
Eripe,Mogę wypierdalać (100 linijek szaleństwa 3)
Eripe,Inwazja na rap (100 linijek szaleństwa 2)
Eripe,Prędzej martwy niż słaby
Eripe,Tartakiada
Eripe,ELO KURWA
Eripe,100 linijek szaleństwa
Eripe,Nie będziemy kolegami
Eripe,Jestem rozczarowaniem
Eripe,Gardzę samobójcami
Eripe,Życie pojebane jak telenowela
Eripe,Opium
Eripe,#Hot16Challenge
Eripe,Wszystko w porządku
Eripe,Diego Sanchez
Eripe,Witam moi mili
Eripe,Transagresja
Eripe,Hajduszoboszlo
Eripe,Podium
Eripe,R.I.P.
Eripe,"Piękny, słoneczny dzień"
Eripe,Nowoczesny świat
Eripe,Jebać leszczy
Eripe,Pierdolę
Eripe,Ujebało mózg mi
Eripe,Wisielczy humor
Eripe,Jestem
Eripe,Dynks Club
Eripe,Punchline - redefinicja
Eripe,Caravaggio
Eripe,Życie to nie film
Eripe,Bez problemu
Eripe,Bezboleśnie
Eripe,To chore
Eripe,Nienawiść w rytmie disco
Eripe,Jestem podziemiem
Eripe,Cisza to mój ulubiony dźwięk
Eripe,L.G.B.T (50 linijek nienormalności)
Eripe,Jestem Graczem
Eripe,Same pozytywy
Eripe,Janusz Tracz
Eripe,Trajektoria lotu
Eripe,Obrażenia zewnętrzne
Eripe,Niezidentyfikowany Obiekt Rapujący
Eripe,Pocałuj mnie w dupę
Eripe,Jestem hardkorem
Eripe,Rozrzutnik gnoju
Eripe,Czasem się zastanawiam
Eripe,Reperkusje
Eripe,Wiń siebie
Eripe,Bez dwóch zdań
Eripe,Masakra
Eripe,Wigilia
Eripe,Naspeedowana 16tka
Eripe,Rust of my life
Eripe,Zbyt proste
Eripe,Piłkarski poker
Eripe,Nie jestem kurwa filozofem
Eripe,Jazda bez trzymanki
Eripe,Ragnarok
Eripe,Katiusza
Eripe,Gadam do rzeczy
Eripe,Plata O Plomo
Eripe,Siewca nieczystych zamiarów
Eripe,Deszcz
Eripe,Brudne wersy
Eripe,Prosektorium Dextera
Eripe,Blitzkrieg
Eripe,Wszystko mnie wkurwia
Eripe,Daj mandata
Eripe,Sam se fristajluj
Eripe,Co cię boli?
Eripe,Puncherfaust
Eripe,Rap brudzi ręce
Eripe,Miłosne historie
Eripe,Dotknij mojego megazorda
Eripe,Ludzki lunapark
Eripe,Ballada o Marianie
Eripe,Zniszczenie
Eripe,Yabba-Dabba-Doo!
Eripe,Plan ucieczki
Eripe,Chuja wiesz o rapie
Eripe,Oni
Eripe,Robimy gnój
Eripe,Otchłań
Eripe,Niecny skurwiel
Eripe,Zjadacz grzechów
Eripe,To tylko rap
Eripe,Gruby pierdolnik
Eripe,For Fun
Eripe,Rumowisko
Eripe,Głos
Eripe,Zapomniałem po co żyję
Eripe,Połówka na rozgrzewkę
Eripe,Śpiewam i nie myślę o chorobie
Eripe,Eric Djemba-Djemba
Eripe,Pies Baskervillów
Eripe,Kochaj/Nienawidź
